"shop_id","item_id","date_block_num","item_price","item_cnt_month","seasonal_index"
"31","20949","0","4.999477426391568","0.0","1.0091662728309936"
"31","20949","1","4.999477426391568","0.0","0.5727274029208836"
"31","20949","2","4.999477426391568","0.0","0.3522069669805969"
"31","20949","3","5.0","19.474213142635094","0.6675494360046295"
"31","20949","4","5.0","444.03420712939567","0.8647982381413666"
"31","20949","5","4.998039215686333","712.5897894967633","1.0707422576723093"
"31","20949","6","4.999390218522258","735.6462694583774","1.0861198284717286"
"31","20949","7","5.0","752.6419971802882","1.089495408271214"
"31","20949","8","5.0","781.5766522062368","1.2154917848663178"
"31","20949","9","5.0","818.2460214015866","1.195239542166998"
"31","20949","10","4.998412698412666","720.2258339672078","1.3731804016974898"
"31","20949","11","4.998709677419354","672.1558914287448","1.9415138908119545"
"31","20949","12","5.0","890.8343691253708","1.0091662728309936"
"31","20949","13","5.0","1643.0154995220116","0.5727274029208836"
"31","20949","14","5.0","2203.2499999999995","0.3522069669805969"
"31","20949","15","5.0","894.315788165627","0.6675494360046295"
"31","20949","16","5.0","696.116126801813","0.8647982381413666"
"31","20949","17","5.0","583.7072325497734","1.0707422576723093"
"31","20949","18","5.0","486.13420559952857","1.0861198284717286"
"31","20949","19","4.995391705069032","542.4529516262809","1.089495408271214"
"31","20949","20","5.0","525.7131376418793","1.2154917848663178"
"31","20949","21","5.0","530.4376048758752","1.195239542166998"
"31","20949","22","5.0","562.1985276265767","1.3731804016974898"
"31","20949","23","5.0","622.7099407949062","1.9415138908119545"
"31","20949","24","5.0","736.2513195329817","1.0091662728309936"
"31","20949","25","5.0","314.2856428416175","0.5727274029208836"
"31","20949","26","4.999477426391568","0.0","0.3522069669805969"
"31","20949","27","5.0","720.5458862774985","0.6675494360046295"
"31","20949","28","5.0","531.9159772904219","0.8647982381413666"
"31","20949","29","5.0","405.3263022825626","1.0707422576723093"
"31","20949","30","5.0","443.7816043541151","1.0861198284717286"
"31","20949","31","4.997067448680323","400.18525703732394","1.089495408271214"
"31","20949","32","5.0","389.1429015721579","1.2154917848663178"
"31","20949","33","4.9973118279570965","360.5971730307606","1.195239542166998"
"31","2808","0","4.999477426391568","13.341865435311242","2.9231294670969077"
"31","2808","1","998.8550724637826","85.83997556878913","0.5125816929519039"
"31","2808","2","998.9940476190476","71.31208935611038","0.3645945622230207"
"31","2808","3","998.9705882352941","17.047688602598345","0.9385436567372153"
"31","2808","4","999.0","45.34540487094089","0.683641486678312"
"31","2808","5","999.0","77.5718120261475","2.1657351505901583"
"31","2808","6","905.21875","145.2513523616853","0.9707310652013817"
"31","2808","7","999.0","6.224832429453046","0.48194068418699576"
"31","2808","8","999.0","142.26804811684906","1.1035506712726608"
"31","2808","9","999.0","87.85778713168973","0.3983710624026829"
"31","2808","10","998.992857142857","66.9593984962406","0.477901545095221"
"31","2808","11","999.0","48.03147208121827","0.7078692058929213"
"31","2808","12","999.0","7.184081388244515","2.9231294670969077"
"31","2808","13","999.0","29.263628034814474","0.5125816929519039"
"31","2808","14","998.9727272727273","38.3988173455979","0.3645945622230207"
"31","2808","15","999.0","37.291818818183884","0.9385436567372153"
"31","2808","16","999.0","32.180609908409664","0.683641486678312"
"31","2808","17","994.2238095237857","31.39811439153589","2.1657351505901583"
"31","2808","18","837.4615384615385","6.1809086111355445","0.9707310652013817"
"31","2808","19","999.0","39.42393871986929","0.48194068418699576"
"31","2808","20","999.0","11.780156850439733","1.1035506712726608"
"31","2808","21","999.0","32.63289236319904","0.3983710624026829"
"31","2808","22","987.9000000000001","18.83233082706767","0.477901545095221"
"31","2808","23","999.0","25.428426395939084","0.7078692058929213"
"31","2808","24","998.9875000000001","24.631136188266908","2.9231294670969077"
"31","2808","25","999.0","1.9509085356542983","0.5125816929519039"
"31","2808","26","999.0","0.0","0.3645945622230207"
"31","2808","27","1080.2872778349697","9.58932483896157","0.9385436567372153"
"31","2808","28","1372.5","7.313774979184014","0.683641486678312"
"31","2808","29","1498.116","2.30868488173058","2.1657351505901583"
"31","2808","30","1499.0","3.0904543055677722","0.9707310652013817"
"31","2808","31","1499.0","10.374720715755076","0.48194068418699576"
"31","2808","32","1499.0","0.9061659115722871","1.1035506712726608"
"31","2808","33","1499.0","0.0","0.3983710624026829"
"31","3732","0","1080.2872778349697","0.0","1.442982456140351"
"31","3732","1","1080.2872778349697","0.0","0.9550438596491228"
"31","3732","2","2942.751933242979","0.0","0.8051900584795323"
"31","3732","3","2942.751933242979","0.0","0.8468567251461989"
"31","3732","4","2942.751933242979","0.0","0.7298976608187134"
"31","3732","5","2942.751933242979","0.0","0.5383771929824561"
"31","3732","6","2942.751933242979","0.0","0.3044590643274854"
"31","3732","7","2942.751933242979","0.0","0.5928362573099415"
"31","3732","8","2942.751933242979","205.78445149194894","2.6629805897723027"
"31","3732","9","2942.751933242979","134.53066655221252","1.449483638173448"
"31","3732","10","2567.862774335","102.11693028705332","0.5973544232922732"
"31","3732","11","2591.9297606836667","97.7501729571835","0.9104843225083986"
"31","3732","12","2591.5","30.49240121580547","1.442982456140351"
"31","3732","13","2594.181481481481","30.365097588978188","0.9550438596491228"
"31","3732","14","2598.9727272727273","23.59691330004539","0.8051900584795323"
"31","3732","15","2599.0","24.797583081570995","0.8468567251461989"
"31","3732","16","2599.0","28.771156735102654","0.7298976608187134"
"31","3732","17","2599.0","16.716904276985744","0.5383771929824561"
"31","3732","18","2599.0","29.56062424969988","0.3044590643274854"
"31","3732","19","2599.0","10.12083847102343","0.5928362573099415"
"31","3732","20","2598.907142857143","3.7551907206560027","2.6629805897723027"
"31","3732","21","2599.0","5.5192068329112836","1.449483638173448"
"31","3732","22","2643.4444444444443","10.044288224956064","0.5973544232922732"
"31","3732","23","2799.0","10.983165500807134","0.9104843225083986"
