"shop_id","item_id","date_block_num","item_price","item_cnt_month","seasonal_index"
"31","20949","0","4.914855697006738","0.0","1.0091662728309936"
"31","20949","1","4.914855697006738","0.0","0.5727274029208836"
"31","20949","2","4.914855697006738","0.0","0.3522069669805969"
"31","20949","3","4.8966346153846665","19.474213142635094","0.6675494360046295"
"31","20949","4","4.858797033659985","444.03420712939567","0.8647982381413666"
"31","20949","5","4.8888397616863015","712.5897894967633","1.0707422576723093"
"31","20949","6","4.8928399075918305","735.6462694583774","1.0861198284717286"
"31","20949","7","4.892865563555216","752.6419971802882","1.089495408271214"
"31","20949","8","4.866724320623896","781.5766522062368","1.2154917848663178"
"31","20949","9","4.871043688326586","818.2460214015866","1.195239542166998"
"31","20949","10","4.879745663043352","720.2258339672078","1.3731804016974898"
"31","20949","11","4.873346246376173","672.1558914287448","1.9415138908119545"
"31","20949","12","4.875308030121561","890.8343691253708","1.0091662728309936"
"31","20949","13","4.8882652953821735","1643.0154995220116","0.5727274029208836"
"31","20949","14","4.875209772583559","2203.2499999999995","0.3522069669805969"
"31","20949","15","4.886722665104886","894.315788165627","0.6675494360046295"
"31","20949","16","4.873314476356256","696.116126801813","0.8647982381413666"
"31","20949","17","4.892326331897921","583.7072325497734","1.0707422576723093"
"31","20949","18","4.891860757900041","486.13420559952857","1.0861198284717286"
"31","20949","19","4.922032029519944","542.4529516262809","1.089495408271214"
"31","20949","20","4.92622092484477","525.7131376418793","1.2154917848663178"
"31","20949","21","4.9270663923317395","530.4376048758752","1.195239542166998"
"31","20949","22","4.935458326685278","562.1985276265767","1.3731804016974898"
"31","20949","23","4.938532731991664","622.7099407949062","1.9415138908119545"
"31","20949","24","4.96355078594071","736.2513195329817","1.0091662728309936"
"31","20949","25","4.9554027006034636","314.2856428416175","0.5727274029208836"
"31","20949","26","4.958757471095447","0.0","0.3522069669805969"
"31","20949","27","4.972729543637817","720.5458862774985","0.6675494360046295"
"31","20949","28","4.985358413828162","531.9159772904219","0.8647982381413666"
"31","20949","29","4.981077184054287","405.3263022825626","1.0707422576723093"
"31","20949","30","4.976652439024391","443.7816043541151","1.0861198284717286"
"31","20949","31","4.9677238469441","400.18525703732394","1.089495408271214"
"31","20949","32","4.967567121024374","389.1429015721579","1.2154917848663178"
"31","20949","33","4.994596225587016","360.5971730307606","1.195239542166998"
"31","2808","0","981.2212434383189","13.341865435311242","2.9231294670969077"
"31","2808","1","979.3129464285714","85.83997556878913","0.5125816929519039"
"31","2808","2","988.588183421516","71.31208935611038","0.3645945622230207"
"31","2808","3","986.404356060606","17.047688602598345","0.9385436567372153"
"31","2808","4","990.2949658703071","45.34540487094089","0.683641486678312"
"31","2808","5","919.1817727261331","77.5718120261475","2.1657351505901583"
"31","2808","6","984.4254406130275","145.2513523616853","0.9707310652013817"
"31","2808","7","990.4218683651783","6.224832429453046","0.48194068418699576"
"31","2808","8","990.8004866180048","142.26804811684906","1.1035506712726608"
"31","2808","9","990.4436929578252","87.85778713168973","0.3983710624026829"
"31","2808","10","990.3538461538461","66.9593984962406","0.477901545095221"
"31","2808","11","989.895084269663","48.03147208121827","0.7078692058929213"
"31","2808","12","995.7801647655248","7.184081388244515","2.9231294670969077"
"31","2808","13","988.2116847826088","29.263628034814474","0.5125816929519039"
"31","2808","14","992.1582159624413","38.3988173455979","0.3645945622230207"
"31","2808","15","987.1996855345903","37.291818818183884","0.9385436567372153"
"31","2808","16","991.6435569755048","32.180609908409664","0.683641486678312"
"31","2808","17","803.2058680449967","31.39811439153589","2.1657351505901583"
"31","2808","18","992.5211594202914","6.1809086111355445","0.9707310652013817"
"31","2808","19","992.0207031250001","39.42393871986929","0.48194068418699576"
"31","2808","20","986.1538812785388","11.780156850439733","1.1035506712726608"
"31","2808","21","984.8381746031737","32.63289236319904","0.3983710624026829"
"31","2808","22","985.615923566879","18.83233082706767","0.477901545095221"
"31","2808","23","989.0827896995709","25.428426395939084","0.7078692058929213"
"31","2808","24","989.2295089285715","24.631136188266908","2.9231294670969077"
"31","2808","25","980.7921568627452","1.9509085356542983","0.5125816929519039"
"31","2808","26","982.8146341463415","0.0","0.3645945622230207"
"31","2808","27","1311.8072619047618","9.58932483896157","0.9385436567372153"
"31","2808","28","1480.4192307692308","7.313774979184014","0.683641486678312"
"31","2808","29","1489.9761538461537","2.30868488173058","2.1657351505901583"
"31","2808","30","1490.563829787234","3.0904543055677722","0.9707310652013817"
"31","2808","31","1483.8094117647058","10.374720715755076","0.48194068418699576"
"31","2808","32","1477.25","0.9061659115722871","1.1035506712726608"
"31","2808","33","1499.0","0.0","0.3983710624026829"
"31","3732","0","2712.7488789568242","0.0","1.442982456140351"
"31","3732","1","2712.7488789568242","0.0","0.9550438596491228"
"31","3732","2","2712.7488789568242","0.0","0.8051900584795323"
"31","3732","3","2712.7488789568242","0.0","0.8468567251461989"
"31","3732","4","2712.7488789568242","0.0","0.7298976608187134"
"31","3732","5","2712.7488789568242","0.0","0.5383771929824561"
"31","3732","6","2712.7488789568242","0.0","0.3044590643274854"
"31","3732","7","2712.7488789568242","0.0","0.5928362573099415"
"31","3732","8","2537.666167930679","205.78445149194894","2.6629805897723027"
"31","3732","9","2572.5299367265316","134.53066655221252","1.449483638173448"
"31","3732","10","2580.5901060070673","102.11693028705332","0.5973544232922732"
"31","3732","11","2576.0911964831953","97.7501729571835","0.9104843225083986"
"31","3732","12","2581.1279120198137","30.49240121580547","1.442982456140351"
"31","3732","13","2592.3424242424144","30.365097588978188","0.9550438596491228"
"31","3732","14","2588.240064102564","23.59691330004539","0.8051900584795323"
"31","3732","15","2590.204435483871","24.797583081570995","0.8468567251461989"
"31","3732","16","2577.2019572953736","28.771156735102654","0.7298976608187134"
"31","3732","17","2585.82679245283","16.716904276985744","0.5383771929824561"
"31","3732","18","2572.708047619047","29.56062424969988","0.3044590643274854"
"31","3732","19","2579.47009569378","10.12083847102343","0.5928362573099415"
"31","3732","20","2619.9411764705883","3.7551907206560027","2.6629805897723027"
