"sales_t","price_t","relative_shop_size","sales_t-1","price_t-1","salesRelationalCoefficient_t-1","priceRelationalCoefficient_t-2","sales_t-2","price_t-2","salesRelationalCoefficient_t-2","priceRelationalCoefficient_t-2","sales_t-3","price_t-3","salesRelationalCoefficient_t-3","priceRelationalCoefficient_t-3","sales_t-4","price_t-4","salesRelationalCoefficient_t-4","priceRelationalCoefficient_t-4"
"405.3263022825626","4.981077184054287","13.203269180538873","531.9159772904219","4.985358413828162","14.741624649350271","1.0","720.5458862774985","4.972729543637817","16.699769810684053","0.9999999999999998","0.0","4.958757471095447","0.0","1.0000000000000002","314.2856428416175","4.9554027006034636","12.224104308561506","1.0"
"314.2856428416175","4.9554027006034636","13.203269180538873","736.2513195329817","4.96355078594071","15.267021481386928","1.0","622.7099407949062","4.938532731991664","15.078987830600974","1.0","562.1985276265767","4.935458326685278","14.402876159914308","1.0","530.4376048758752","4.9270663923317395","12.263429947399732","1.0"
"530.4376048758752","4.9270663923317395","13.203269180538873","525.7131376418793","4.92622092484477","11.55384537048452","1.0","542.4529516262809","4.922032029519944","11.32466560777186","1.0","486.13420559952857","4.891860757900041","11.487801887743933","1.0","583.7072325497734","4.892326331897921","13.636579909160636","1.0000000000000002"
"583.7072325497734","4.892326331897921","13.203269180538873","696.116126801813","4.873314476356256","12.415499666030039","1.0","894.315788165627","4.886722665104886","11.293687052401323","1.0000000000000002","2203.2499999999995","4.875209772583559","16.589185730513176","1.0","1643.0154995220116","4.8882652953821735","16.123986200967856","1.0"
"1643.0154995220116","4.8882652953821735","13.203269180538873","890.8343691253708","4.875308030121561","20.388689337375205","1.0000000000000002","672.1558914287448","4.873346246376173","15.939881080675034","1.0","720.2258339672078","4.879745663043352","16.38334551091747","1.0","818.2460214015866","4.871043688326586","15.471419600681182","1.0"
"818.2460214015866","4.871043688326586","13.203269180538873","781.5766522062368","4.866724320623896","14.893272734296792","1.0","752.6419971802882","4.892865563555216","15.706652040664823","1.0","735.6462694583774","4.8928399075918305","13.977087689629261","1.0","712.5897894967633","4.8888397616863015","13.818808536550401","1.0"
"2.30868488173058","1489.9761538461537","13.203269180538873","7.313774979184014","1480.4192307692308","32.15036454556461","1.0000000000000002","9.58932483896157","1311.8072619047618","25.462796437176582","1.0","0.0","982.8146341463415","0.0","1.0000000000000002","1.9509085356542983","980.7921568627452","5.954543950446506","1.0"
"1.9509085356542983","980.7921568627452","13.203269180538873","24.631136188266908","989.2295089285715","23.331509062414977","0.9999999999999999","25.428426395939084","989.0827896995709","11.815202959564191","1.0","18.83233082706767","985.615923566879","10.115621509212906","0.9999999999999999","32.63289236319904","984.8381746031737","22.220873103641047","1.0"
"32.63289236319904","984.8381746031737","13.203269180538873","11.780156850439733","986.1538812785388","11.977718415369505","1.0000000000000002","39.42393871986929","992.0207031250001","19.677247834721108","1.0","6.1809086111355445","992.5211594202914","4.221398426108127","1.0","31.39811439153589","803.2058680449967","11.740599135588527","1.0000000000000002"
"31.39811439153589","803.2058680449967","13.203269180538873","32.180609908409664","991.6435569755048","10.971686955694018","1.0000000000000002","37.291818818183884","987.1996855345903","12.481958982284457","0.9999999999999999","38.3988173455979","992.1582159624413","19.960710884876143","1.0","29.263628034814474","988.2116847826088","14.115466985872313","0.9999999999999999"
